confidence,radius,position,id
0.7388604629202132,120,"(570, 570)",200002_016
0.0,120,"(120, 120)",200002_017
0.0,120,"(195, 120)",200002_017
0.0,120,"(270, 120)",200002_017
0.0,120,"(345, 120)",200002_017
0.0,120,"(420, 120)",200002_017
0.0,120,"(495, 120)",200002_017
0.0,120,"(570, 120)",200002_017
0.0,120,"(645, 120)",200002_017
0.0,120,"(195, 195)",200002_017
0.0,120,"(270, 195)",200002_017
0.0,120,"(345, 195)",200002_017
0.0,120,"(420, 195)",200002_017
0.0,120,"(495, 195)",200002_017
0.0,120,"(570, 195)",200002_017
0.0,120,"(645, 195)",200002_017
0.0,120,"(345, 270)",200002_017
0.0,120,"(420, 270)",200002_017
0.0,120,"(495, 270)",200002_017
0.0,120,"(570, 270)",200002_017
0.45593177126248735,120,"(120, 195)",200002_017
0.4771183199592706,120,"(120, 270)",200002_017
0.49217298805981097,120,"(120, 345)",200002_017
0.4941608333931676,120,"(195, 270)",200002_017
0.508195237275128,120,"(270, 270)",200002_017
0.5316036036465478,120,"(120, 420)",200002_017
0.5422762588063467,120,"(195, 345)",200002_017
0.5602459657899435,120,"(270, 345)",200002_017
0.5871891742186319,120,"(195, 420)",200002_017
0.5892456536610144,120,"(120, 570)",200002_017
0.5923830658782007,120,"(120, 495)",200002_017
0.6040037463710736,120,"(345, 345)",200002_017
0.6172940866463112,120,"(270, 420)",200002_017
0.6226771804765516,120,"(1095, 120)",200002_017
0.6288796821750381,120,"(1020, 120)",200002_017
0.629565559895878,120,"(1095, 570)",200002_017
0.6343911775892895,120,"(945, 120)",200002_017
0.6350637285822388,120,"(1095, 195)",200002_017
0.6362893958100423,120,"(1020, 570)",200002_017
0.6390493866703385,120,"(870, 120)",200002_017
0.6393729481844406,120,"(420, 345)",200002_017
0.6422389074217446,120,"(1020, 195)",200002_017
0.6426518598066937,120,"(795, 120)",200002_017
0.6446751410083165,120,"(345, 420)",200002_017
0.6449517298059281,120,"(720, 120)",200002_017
0.6456398604522637,120,"(195, 495)",200002_017
0.6471707748730625,120,"(1095, 270)",200002_017
0.6488507687148322,120,"(945, 195)",200002_017
0.6547527763512148,120,"(870, 195)",200002_017
0.6554099601801585,120,"(1020, 270)",200002_017
0.658755149913022,120,"(1095, 345)",200002_017
0.6587608417409987,120,"(420, 420)",200002_017
0.659757307003428,120,"(795, 195)",200002_017
0.6632598474710373,120,"(945, 270)",200002_017
0.663632524028974,120,"(720, 195)",200002_017
0.6641091776910579,120,"(1020, 495)",200002_017
0.6680904656476331,120,"(1020, 345)",200002_017
0.6684580580645385,120,"(945, 570)",200002_017
0.6695492240426372,120,"(1095, 420)",200002_017
0.6698934721569088,120,"(1095, 495)",200002_017
0.6706102706722783,120,"(870, 270)",200002_017
0.6735762278778263,120,"(195, 570)",200002_017
0.6772386422317441,120,"(945, 345)",200002_017
0.6773168655568753,120,"(795, 270)",200002_017
0.6793027281529919,120,"(1020, 420)",200002_017
0.6794207018175418,120,"(270, 495)",200002_017
0.679587709436683,120,"(945, 495)",200002_017
0.6831987021796404,120,"(720, 270)",200002_017
0.6861395144466933,120,"(870, 345)",200002_017
0.6865504412981943,120,"(495, 345)",200002_017
0.6872319591300103,120,"(945, 420)",200002_017
0.6877467774179862,120,"(645, 270)",200002_017
0.6927818774341091,120,"(345, 495)",200002_017
0.6940004696596547,120,"(570, 345)",200002_017
0.6947085772038409,120,"(795, 345)",200002_017
0.698740350599944,120,"(870, 420)",200002_017
0.7016139554562686,120,"(495, 420)",200002_017
0.7028272849550838,120,"(720, 345)",200002_017
0.7028742190653071,120,"(870, 495)",200002_017
0.7049951528855751,120,"(420, 495)",200002_017
0.7074495270278998,120,"(645, 345)",200002_017
0.7082343735213127,120,"(870, 570)",200002_017
0.7111415401775,120,"(795, 420)",200002_017
0.7165640540645299,120,"(570, 420)",200002_017
0.7215656277177886,120,"(720, 420)",200002_017
0.7237391277420806,120,"(795, 495)",200002_017
0.7245866518332714,120,"(645, 420)",200002_017
0.7279824024712777,120,"(495, 495)",200002_017
0.7284594289706786,120,"(270, 570)",200002_017
0.7349560749431583,120,"(795, 570)",200002_017
0.7384426007941163,120,"(720, 495)",200002_017
0.743528385223029,120,"(570, 495)",200002_017
0.7441322347534749,120,"(345, 570)",200002_017
0.7479144093983905,120,"(645, 495)",200002_017
0.752479944382278,120,"(720, 570)",200002_017
0.7531475705047292,120,"(420, 570)",200002_017
0.7628553231663452,120,"(495, 570)",200002_017
0.7651954481412269,120,"(645, 570)",200002_017
0.7683073769871409,120,"(570, 570)",200002_017
0.0,120,"(120, 120)",200002_018
0.0,120,"(195, 120)",200002_018
0.0,120,"(270, 120)",200002_018
0.0,120,"(345, 120)",200002_018
0.0,120,"(420, 120)",200002_018
0.0,120,"(495, 120)",200002_018
0.0,120,"(570, 120)",200002_018
0.0,120,"(645, 120)",200002_018
0.0,120,"(195, 195)",200002_018
0.0,120,"(270, 195)",200002_018
0.0,120,"(345, 195)",200002_018
0.0,120,"(420, 195)",200002_018
0.0,120,"(495, 195)",200002_018
0.0,120,"(570, 195)",200002_018
0.0,120,"(345, 270)",200002_018
0.0,120,"(420, 270)",200002_018
0.0,120,"(495, 270)",200002_018
0.0,120,"(570, 270)",200002_018
0.4693071925249497,120,"(120, 195)",200002_018
0.49361677132947707,120,"(120, 270)",200002_018
0.49826041474313476,120,"(195, 270)",200002_018
0.5054273020131008,120,"(270, 270)",200002_018
0.5193597300971892,120,"(120, 345)",200002_018
0.544995199066065,120,"(195, 345)",200002_018
0.5474264080621934,120,"(120, 420)",200002_018
0.5534645281762319,120,"(270, 345)",200002_018
0.5942255533371675,120,"(195, 420)",200002_018
0.5989315928312,120,"(345, 345)",200002_018
0.6050927756131055,120,"(120, 495)",200002_018
0.6163394751914839,120,"(270, 420)",200002_018
0.626258217284982,120,"(1095, 120)",200002_018
0.6324615419667986,120,"(1020, 120)",200002_018
0.6344623554086559,120,"(1095, 570)",200002_018
0.6379742450892821,120,"(945, 120)",200002_018
0.6387695799220972,120,"(1095, 195)",200002_018
0.6426343277524884,120,"(870, 120)",200002_018
0.6439554323082248,120,"(195, 495)",200002_018
0.6445150704716702,120,"(1020, 570)",200002_018
0.6446828929227395,120,"(345, 420)",200002_018
0.6454920704980682,120,"(420, 345)",200002_018
0.6459606350666377,120,"(1020, 195)",200002_018
0.6462399287328608,120,"(795, 120)",200002_018
0.6485455777401351,120,"(720, 120)",200002_018
0.6504186423925232,120,"(120, 570)",200002_018
0.6509825685229199,120,"(1095, 270)",200002_018
0.6525928291370185,120,"(945, 195)",200002_018
0.6585217505659606,120,"(870, 195)",200002_018
0.6592471083517946,120,"(1020, 270)",200002_018
0.6609443725561367,120,"(420, 420)",200002_018
0.6626022719859651,120,"(1095, 345)",200002_018
0.6635634136033708,120,"(795, 195)",200002_018
0.6671280754312394,120,"(945, 270)",200002_018
0.6674925600155227,120,"(720, 195)",200002_018
0.6700617138116798,120,"(645, 195)",200002_018
0.6720163070465324,120,"(1020, 345)",200002_018
0.6732048036204287,120,"(1095, 420)",200002_018
0.6745171306031494,120,"(870, 270)",200002_018
0.6761227640211235,120,"(270, 495)",200002_018
0.6777533826991136,120,"(1095, 495)",200002_018
0.6802560477052038,120,"(1020, 495)",200002_018
0.6811979619032053,120,"(945, 345)",200002_018
0.6812721342624499,120,"(795, 270)",200002_018
0.6831292390229234,120,"(945, 570)",200002_018
0.6836262731548526,120,"(1020, 420)",200002_018
0.6844802110125281,120,"(345, 495)",200002_018
0.6872138091650215,120,"(720, 270)",200002_018
0.6898015986090174,120,"(420, 495)",200002_018
0.6901369476343296,120,"(870, 345)",200002_018
0.691434831243939,120,"(195, 570)",200002_018
0.6920181058857398,120,"(645, 270)",200002_018
0.6939920570380526,120,"(945, 420)",200002_018
0.6965824272769983,120,"(495, 345)",200002_018
0.6969167531233029,120,"(945, 495)",200002_018
0.6987475656506136,120,"(795, 345)",200002_018
0.7035048624316502,120,"(570, 345)",200002_018
0.7046420265418082,120,"(870, 420)",200002_018
0.7069061824268664,120,"(720, 345)",200002_018
0.7075468127097042,120,"(495, 420)",200002_018
0.7128883319153746,120,"(645, 345)",200002_018
0.7138107218270733,120,"(420, 570)",200002_018
0.715274345625313,120,"(795, 420)",200002_018
0.7154386319798359,120,"(870, 495)",200002_018
0.7193617456077115,120,"(345, 570)",200002_018
0.7199090600498073,120,"(570, 420)",200002_018
0.7219841410125792,120,"(495, 495)",200002_018
0.7225013975923728,120,"(870, 570)",200002_018
0.725276631809047,120,"(495, 570)",200002_018
0.7256533325297176,120,"(720, 420)",200002_018
0.7295576611306325,120,"(270, 570)",200002_018
0.7295718819908111,120,"(645, 420)",200002_018
0.7298096047383906,120,"(795, 495)",200002_018
0.7418293102357165,120,"(795, 570)",200002_018
0.7425123506650505,120,"(720, 495)",200002_018
0.7464617977879944,120,"(570, 495)",200002_018
0.7504993984233098,120,"(645, 495)",200002_018
0.756520310122821,120,"(720, 570)",200002_018
0.7657882526344963,120,"(570, 570)",200002_018
0.7698394236782806,120,"(645, 570)",200002_018
0.0,120,"(120, 120)",200002_019
0.0,120,"(195, 120)",200002_019
0.0,120,"(270, 120)",200002_019
0.0,120,"(345, 120)",200002_019
0.0,120,"(420, 120)",200002_019
0.0,120,"(495, 120)",200002_019
0.0,120,"(570, 120)",200002_019
0.0,120,"(645, 120)",200002_019
0.0,120,"(120, 195)",200002_019
0.0,120,"(195, 195)",200002_019
0.0,120,"(270, 195)",200002_019
0.0,120,"(345, 195)",200002_019
0.0,120,"(420, 195)",200002_019
0.0,120,"(495, 195)",200002_019
0.0,120,"(570, 195)",200002_019
0.0,120,"(270, 270)",200002_019
0.0,120,"(345, 270)",200002_019
0.0,120,"(420, 270)",200002_019
0.0,120,"(495, 270)",200002_019
0.47976767599279635,120,"(195, 270)",200002_019
0.4831785784748314,120,"(120, 270)",200002_019
0.4991997494120091,120,"(120, 345)",200002_019
0.5121290221987169,120,"(120, 420)",200002_019
0.5255135710469452,120,"(195, 345)",200002_019
0.5319858449520786,120,"(270, 345)",200002_019
0.5699434326117869,120,"(195, 420)",200002_019
0.5715702202338189,120,"(120, 495)",200002_019
0.5796093531654245,120,"(345, 345)",200002_019
0.5866120319488798,120,"(270, 420)",200002_019
0.6211570553629082,120,"(345, 420)",200002_019
0.6292025382217062,120,"(195, 495)",200002_019
0.6297726628109587,120,"(1095, 120)",200002_019
0.6359733770561631,120,"(1020, 120)",200002_019
0.6397325694267382,120,"(420, 345)",200002_019
0.6400539739456519,120,"(420, 420)",200002_019
0.6414829141529117,120,"(945, 120)",200002_019
0.6423115361746389,120,"(1095, 195)",200002_019
0.6461390861925638,120,"(870, 120)",200002_019
0.6494999235699541,120,"(1020, 195)",200002_019
0.6497397533407127,120,"(795, 120)",200002_019
0.6520390228816751,120,"(720, 120)",200002_019
0.6526823684841684,120,"(120, 570)",200002_019
0.6545160182214801,120,"(1095, 270)",200002_019
0.6560920049938054,120,"(270, 495)",200002_019
0.6561279580452694,120,"(945, 195)",200002_019
0.6567097945892932,120,"(1095, 570)",200002_019
0.6579788838383965,120,"(1020, 570)",200002_019
0.6620501465954902,120,"(870, 195)",200002_019
0.6627696001840245,120,"(1020, 270)",200002_019
0.6661447240374543,120,"(1095, 345)",200002_019
0.667080310405301,120,"(795, 195)",200002_019
0.6689311339143694,120,"(345, 495)",200002_019
0.6706341213091679,120,"(945, 270)",200002_019
0.6709882340563074,120,"(720, 195)",200002_019
0.6718195730936607,120,"(420, 495)",200002_019
0.6735134692716067,120,"(645, 195)",200002_019
0.6754836912129304,120,"(1020, 345)",200002_019
0.6769402087282704,120,"(1095, 420)",200002_019
0.6779976596022295,120,"(870, 270)",200002_019
0.6846290393069979,120,"(945, 345)",200002_019
0.6847113302073727,120,"(795, 270)",200002_019
0.6853437058386576,120,"(1095, 495)",200002_019
0.687311506188889,120,"(1020, 420)",200002_019
0.6891857695156655,120,"(945, 570)",200002_019
0.6897736386580411,120,"(195, 570)",200002_019
0.6905822670333999,120,"(720, 270)",200002_019
0.6925603313008886,120,"(495, 420)",200002_019
0.6929862961568523,120,"(1020, 495)",200002_019
0.6935145840373309,120,"(870, 345)",200002_019
0.695267914526143,120,"(645, 270)",200002_019
0.695671589922137,120,"(570, 270)",200002_019
0.697687461563736,120,"(945, 420)",200002_019
0.6990487964827186,120,"(495, 345)",200002_019
0.7020440345434706,120,"(795, 345)",200002_019
0.7064554692180813,120,"(945, 495)",200002_019
0.7080676779172961,120,"(870, 420)",200002_019
0.7084582284410043,120,"(570, 345)",200002_019
0.7086930275395517,120,"(495, 495)",200002_019
0.7100750702561851,120,"(720, 345)",200002_019
0.7102667757729414,120,"(570, 420)",200002_019
0.7143589828266329,120,"(420, 570)",200002_019
0.7160706227155476,120,"(645, 345)",200002_019
0.7174557415484929,120,"(345, 570)",200002_019
0.7183948647088276,120,"(795, 420)",200002_019
0.7207271807594335,120,"(870, 495)",200002_019
0.7221712596734621,120,"(270, 570)",200002_019
0.7231253771268891,120,"(495, 570)",200002_019
0.7276738184828999,120,"(870, 570)",200002_019
0.7285624350291424,120,"(720, 420)",200002_019
0.7312045948202552,120,"(645, 420)",200002_019
0.7330313131472298,120,"(795, 495)",200002_019
0.7357783537194769,120,"(570, 495)",200002_019
0.745169735751944,120,"(720, 495)",200002_019
0.7451950887811905,120,"(795, 570)",200002_019
0.7482104484980973,120,"(645, 495)",200002_019
0.7590518725548792,120,"(720, 570)",200002_019
0.7595213788682232,120,"(570, 570)",200002_019
0.7707563565995008,120,"(645, 570)",200002_019
0.0,120,"(120, 120)",200002_020
0.0,120,"(195, 120)",200002_020
0.0,120,"(270, 120)",200002_020
0.0,120,"(345, 120)",200002_020
0.0,120,"(420, 120)",200002_020
0.0,120,"(495, 120)",200002_020
0.0,120,"(570, 120)",200002_020
0.0,120,"(645, 120)",200002_020
0.0,120,"(120, 195)",200002_020
0.0,120,"(195, 195)",200002_020
0.0,120,"(270, 195)",200002_020
0.0,120,"(345, 195)",200002_020
0.0,120,"(420, 195)",200002_020
0.0,120,"(495, 195)",200002_020
0.0,120,"(570, 195)",200002_020
0.0,120,"(195, 270)",200002_020
0.0,120,"(270, 270)",200002_020
0.0,120,"(345, 270)",200002_020
0.0,120,"(420, 270)",200002_020
0.0,120,"(495, 270)",200002_020
0.4831589944390068,120,"(120, 270)",200002_020
0.501389162933043,120,"(120, 345)",200002_020
0.5035962985408928,120,"(120, 420)",200002_020
0.5176020942725316,120,"(195, 345)",200002_020
0.5240783751677762,120,"(270, 345)",200002_020
0.5410552368444783,120,"(120, 495)",200002_020
0.5564599111179267,120,"(195, 420)",200002_020
0.5745895384774955,120,"(270, 420)",200002_020
0.5758103990715631,120,"(345, 345)",200002_020
0.5976400432163673,120,"(195, 495)",200002_020
0.618237513094991,120,"(345, 420)",200002_020
0.6224277159796067,120,"(120, 570)",200002_020
0.629000106090375,120,"(1095, 120)",200002_020
0.6351872276219006,120,"(1020, 120)",200002_020
0.640680224883268,120,"(945, 120)",200002_020
0.6407069581308963,120,"(420, 345)",200002_020
0.6413831849906326,120,"(1095, 195)",200002_020
0.6448851703703127,120,"(270, 495)",200002_020
0.6453158620665772,120,"(870, 120)",200002_020
0.6485440255559652,120,"(1020, 195)",200002_020
0.6488904142995199,120,"(795, 120)",200002_020
0.6511555147273449,120,"(720, 120)",200002_020
0.6534438743195607,120,"(1095, 270)",200002_020
0.6551390175586629,120,"(945, 195)",200002_020
0.6582728658900525,120,"(420, 420)",200002_020
0.660788133581327,120,"(195, 570)",200002_020
0.6610209535145297,120,"(870, 195)",200002_020
0.6616590285798165,120,"(1020, 270)",200002_020
0.6649428354974796,120,"(1095, 345)",200002_020
0.6660012306844595,120,"(795, 195)",200002_020
0.6694782633490466,120,"(945, 270)",200002_020
0.6698461851941453,120,"(720, 195)",200002_020
0.6722905128942652,120,"(645, 195)",200002_020
0.6742358752292771,120,"(1020, 345)",200002_020
0.674563331026649,120,"(1095, 570)",200002_020
0.675623572549806,120,"(1095, 420)",200002_020
0.6767878829948373,120,"(870, 270)",200002_020
0.6786969288989585,120,"(1020, 570)",200002_020
0.6814750665552519,120,"(345, 495)",200002_020
0.6833282232535103,120,"(945, 345)",200002_020
0.6834367132150709,120,"(795, 270)",200002_020
0.6850239107873854,120,"(1095, 495)",200002_020
0.6859499327903726,120,"(1020, 420)",200002_020
0.6892290060124564,120,"(720, 270)",200002_020
0.6921523383088819,120,"(870, 345)",200002_020
0.6938856387021096,120,"(645, 270)",200002_020
0.6955233566831602,120,"(1020, 495)",200002_020
0.6956496862799678,120,"(570, 270)",200002_020
0.6962739904256873,120,"(945, 420)",200002_020
0.6999775364096485,120,"(420, 495)",200002_020
0.7006104535875453,120,"(795, 345)",200002_020
0.7026801741670361,120,"(495, 345)",200002_020
0.7044167551147593,120,"(495, 420)",200002_020
0.7044425665498865,120,"(945, 570)",200002_020
0.7065806101139949,120,"(870, 420)",200002_020
0.7074958758536525,120,"(945, 495)",200002_020
0.7085588925706335,120,"(720, 345)",200002_020
0.7096633754656757,120,"(570, 345)",200002_020
0.7143000926282137,120,"(645, 345)",200002_020
0.7165210793050028,120,"(270, 570)",200002_020
0.7168366399140812,120,"(795, 420)",200002_020
0.717423260595098,120,"(570, 420)",200002_020
0.7195226364279123,120,"(870, 495)",200002_020
0.7257539196507976,120,"(495, 495)",200002_020
0.7269565689257153,120,"(720, 420)",200002_020
0.7295158872860853,120,"(870, 570)",200002_020
0.7306689024951865,120,"(645, 420)",200002_020
0.7313923536817533,120,"(795, 495)",200002_020
0.7368924116709745,120,"(345, 570)",200002_020
0.739981081885049,120,"(420, 570)",200002_020
0.7402840531968055,120,"(570, 495)",200002_020
0.7434028571503744,120,"(720, 495)",200002_020
0.7436006380040564,120,"(795, 570)",200002_020
0.7454201916377792,120,"(645, 495)",200002_020
0.7487398679398615,120,"(495, 570)",200002_020
0.7572325723394351,120,"(720, 570)",200002_020
0.7629612682022332,120,"(570, 570)",200002_020
0.7658112412754383,120,"(645, 570)",200002_020
0.0,120,"(120, 120)",200002_021
0.0,120,"(195, 120)",200002_021
0.0,120,"(270, 120)",200002_021
0.0,120,"(345, 120)",200002_021
0.0,120,"(420, 120)",200002_021
0.0,120,"(495, 120)",200002_021
0.0,120,"(570, 120)",200002_021
0.0,120,"(645, 120)",200002_021
0.0,120,"(720, 120)",200002_021
0.0,120,"(795, 120)",200002_021
0.0,120,"(870, 120)",200002_021
0.0,120,"(945, 120)",200002_021
0.0,120,"(1020, 120)",200002_021
0.0,120,"(1095, 120)",200002_021
0.0,120,"(120, 195)",200002_021
0.0,120,"(195, 195)",200002_021
0.0,120,"(270, 195)",200002_021
0.0,120,"(345, 195)",200002_021
0.0,120,"(420, 195)",200002_021
0.0,120,"(495, 195)",200002_021
0.0,120,"(570, 195)",200002_021
0.0,120,"(795, 195)",200002_021
0.0,120,"(870, 195)",200002_021
0.0,120,"(945, 195)",200002_021
0.0,120,"(1020, 195)",200002_021
0.0,120,"(195, 270)",200002_021
0.0,120,"(270, 270)",200002_021
0.0,120,"(345, 270)",200002_021
0.0,120,"(420, 270)",200002_021
0.0,120,"(495, 270)",200002_021
0.0,120,"(570, 270)",200002_021
0.0,120,"(270, 345)",200002_021
0.0,120,"(345, 345)",200002_021
0.5125477712821611,120,"(120, 270)",200002_021
0.5352403814715206,120,"(120, 345)",200002_021
0.5363427862723809,120,"(195, 345)",200002_021
0.5538086116982175,120,"(120, 420)",200002_021
0.5573773007750913,120,"(270, 420)",200002_021
0.5613281240220716,120,"(195, 420)",200002_021
0.5646047150114825,120,"(120, 495)",200002_021
0.5810691846920011,120,"(195, 495)",200002_021
0.5858833264087073,120,"(120, 570)",200002_021
0.5908883972345107,120,"(345, 420)",200002_021
0.5924886948637962,120,"(270, 495)",200002_021
0.6064350913398375,120,"(195, 570)",200002_021
0.632615319056258,120,"(1095, 195)",200002_021
0.6343629308839902,120,"(345, 495)",200002_021
0.6454946118339603,120,"(420, 345)",200002_021
0.6454986531164508,120,"(1095, 270)",200002_021
0.6469540485979075,120,"(270, 570)",200002_021
0.6530301656687729,120,"(420, 420)",200002_021
0.65438948683161,120,"(1020, 270)",200002_021
0.6574710380609927,120,"(1095, 345)",200002_021
0.6590839736699592,120,"(720, 195)",200002_021
0.663146954026462,120,"(945, 270)",200002_021
0.6678966933898813,120,"(1020, 345)",200002_021
0.6687849583581095,120,"(1095, 420)",200002_021
0.6718243043432739,120,"(870, 270)",200002_021
0.6741579850784318,120,"(645, 195)",200002_021
0.6780745754249241,120,"(945, 345)",200002_021
0.679417135121623,120,"(1095, 495)",200002_021
0.6804479628649212,120,"(1020, 420)",200002_021
0.6804868135320983,120,"(795, 270)",200002_021
0.6819629381570823,120,"(1095, 570)",200002_021
0.6883473569795922,120,"(870, 345)",200002_021
0.688863210039062,120,"(720, 270)",200002_021
0.6911173148749744,120,"(1020, 570)",200002_021
0.6915537625277531,120,"(420, 495)",200002_021
0.6916416084842986,120,"(1020, 495)",200002_021
0.691865235298594,120,"(945, 420)",200002_021
0.6961927437694773,120,"(645, 270)",200002_021
0.6983148858835796,120,"(345, 570)",200002_021
0.6986106897280969,120,"(795, 345)",200002_021
0.7035383505109819,120,"(870, 420)",200002_021
0.7041637253185979,120,"(945, 495)",200002_021
0.7075785211081176,120,"(495, 345)",200002_021
0.7086386516007553,120,"(720, 345)",200002_021
0.7094543819403952,120,"(945, 570)",200002_021
0.7103086799362093,120,"(495, 420)",200002_021
0.7154200246629242,120,"(795, 420)",200002_021
0.7155816933916137,120,"(495, 495)",200002_021
0.7171112260419236,120,"(870, 495)",200002_021
0.7171696407203624,120,"(645, 345)",200002_021
0.7180036077729817,120,"(570, 345)",200002_021
0.7262404825311007,120,"(570, 420)",200002_021
0.7271491212657131,120,"(570, 495)",200002_021
0.7273255482083297,120,"(720, 420)",200002_021
0.7282524698442565,120,"(870, 570)",200002_021
0.7304529496160123,120,"(795, 495)",200002_021
0.7317159172698291,120,"(645, 420)",200002_021
0.7382122629785581,120,"(645, 495)",200002_021
0.743054308822002,120,"(795, 570)",200002_021
0.7437970944403374,120,"(720, 495)",200002_021
0.7454304404425615,120,"(420, 570)",200002_021
0.7537355568976142,120,"(645, 570)",200002_021
0.7539738150699931,120,"(495, 570)",200002_021
0.7544344572209819,120,"(570, 570)",200002_021
0.7574557167159608,120,"(720, 570)",200002_021
0.0,120,"(120, 120)",200002_022
0.0,120,"(195, 120)",200002_022
0.0,120,"(270, 120)",200002_022
0.0,120,"(345, 120)",200002_022
0.0,120,"(420, 120)",200002_022
0.0,120,"(495, 120)",200002_022
0.0,120,"(570, 120)",200002_022
0.0,120,"(645, 120)",200002_022
0.0,120,"(795, 120)",200002_022
0.0,120,"(870, 120)",200002_022
0.0,120,"(945, 120)",200002_022
0.0,120,"(1020, 120)",200002_022
0.0,120,"(1095, 120)",200002_022
0.0,120,"(195, 195)",200002_022
0.0,120,"(270, 195)",200002_022
0.0,120,"(345, 195)",200002_022
0.0,120,"(420, 195)",200002_022
0.0,120,"(495, 195)",200002_022
0.0,120,"(570, 195)",200002_022
0.0,120,"(645, 195)",200002_022
0.0,120,"(795, 195)",200002_022
0.0,120,"(870, 195)",200002_022
0.0,120,"(945, 195)",200002_022
0.0,120,"(1020, 195)",200002_022
0.0,120,"(1095, 195)",200002_022
0.0,120,"(195, 270)",200002_022
0.0,120,"(270, 270)",200002_022
0.0,120,"(345, 270)",200002_022
0.0,120,"(420, 270)",200002_022
0.0,120,"(495, 270)",200002_022
0.0,120,"(570, 270)",200002_022
0.0,120,"(645, 270)",200002_022
0.0,120,"(795, 270)",200002_022
0.0,120,"(870, 270)",200002_022
0.0,120,"(945, 270)",200002_022
0.0,120,"(1020, 270)",200002_022
0.0,120,"(1095, 270)",200002_022
0.0,120,"(195, 345)",200002_022
0.0,120,"(270, 345)",200002_022
0.0,120,"(345, 345)",200002_022
0.0,120,"(420, 345)",200002_022
0.0,120,"(495, 345)",200002_022
0.0,120,"(945, 345)",200002_022
0.0,120,"(270, 420)",200002_022
0.0,120,"(345, 420)",200002_022
0.0,120,"(420, 420)",200002_022
0.5075942376855679,120,"(120, 270)",200002_022
0.5254093964965292,120,"(120, 345)",200002_022
0.5269297105084789,120,"(120, 195)",200002_022
0.546395883987262,120,"(120, 420)",200002_022
0.553651767813768,120,"(195, 420)",200002_022
0.5659899340262038,120,"(120, 495)",200002_022
0.5706631435149605,120,"(120, 570)",200002_022
0.5770121634821984,120,"(195, 495)",200002_022
0.5803824587034374,120,"(270, 495)",200002_022
0.5839252201795244,120,"(720, 120)",200002_022
0.5915270567944525,120,"(195, 570)",200002_022
0.5965594340339244,120,"(345, 495)",200002_022
0.6131225545009594,120,"(270, 570)",200002_022
0.6172925054684832,120,"(720, 195)",200002_022
0.6369703439686815,120,"(870, 345)",200002_022
0.6408351184462922,120,"(1020, 345)",200002_022
0.6455810662771472,120,"(1095, 345)",200002_022
0.6481410484217092,120,"(345, 570)",200002_022
0.6592958683597163,120,"(1095, 420)",200002_022
0.6605190118607829,120,"(420, 495)",200002_022
0.6629344716375024,120,"(720, 270)",200002_022
0.669210688052055,120,"(1095, 495)",200002_022
0.6702468248646629,120,"(1020, 420)",200002_022
0.6718340682327796,120,"(795, 345)",200002_022
0.6778487456079566,120,"(1095, 570)",200002_022
0.6811220711727529,120,"(1020, 495)",200002_022
0.6813188982173641,120,"(945, 420)",200002_022
0.6905198334502346,120,"(1020, 570)",200002_022
0.6927594865002318,120,"(870, 420)",200002_022
0.6934397223688138,120,"(945, 495)",200002_022
0.6975867050516491,120,"(720, 345)",200002_022
0.6990070930210862,120,"(420, 570)",200002_022
0.7036628851073151,120,"(945, 570)",200002_022
0.7046937932740928,120,"(495, 420)",200002_022
0.7047699512645151,120,"(795, 420)",200002_022
0.706208982511107,120,"(870, 495)",200002_022
0.7077001292128725,120,"(645, 345)",200002_022
0.7155373185682643,120,"(570, 345)",200002_022
0.716634060254316,120,"(720, 420)",200002_022
0.7170712839856672,120,"(495, 495)",200002_022
0.7174181224025298,120,"(870, 570)",200002_022
0.7194405212826089,120,"(795, 495)",200002_022
0.7264271077987271,120,"(645, 420)",200002_022
0.7307739808875331,120,"(495, 570)",200002_022
0.7317918432178071,120,"(795, 570)",200002_022
0.7318859497524606,120,"(570, 420)",200002_022
0.7329736536458974,120,"(720, 495)",200002_022
0.735969326867446,120,"(645, 495)",200002_022
0.739321606287744,120,"(570, 495)",200002_022
0.7408738444919101,120,"(645, 570)",200002_022
0.7450791268743641,120,"(720, 570)",200002_022
0.7481869145261035,120,"(570, 570)",200002_022
0.0,120,"(120, 120)",200002_023
0.0,120,"(195, 120)",200002_023
0.0,120,"(270, 120)",200002_023
0.0,120,"(345, 120)",200002_023
0.0,120,"(420, 120)",200002_023
0.0,120,"(495, 120)",200002_023
0.0,120,"(570, 120)",200002_023
0.0,120,"(645, 120)",200002_023
0.0,120,"(120, 195)",200002_023
0.0,120,"(195, 195)",200002_023
0.0,120,"(270, 195)",200002_023
0.0,120,"(345, 195)",200002_023
0.0,120,"(420, 195)",200002_023
0.0,120,"(495, 195)",200002_023
0.0,120,"(570, 195)",200002_023
0.0,120,"(645, 195)",200002_023
0.0,120,"(195, 270)",200002_023
0.0,120,"(270, 270)",200002_023
0.0,120,"(345, 270)",200002_023
0.0,120,"(420, 270)",200002_023
0.0,120,"(495, 270)",200002_023
0.0,120,"(570, 270)",200002_023
0.0,120,"(645, 270)",200002_023
0.0,120,"(270, 345)",200002_023
0.0,120,"(345, 345)",200002_023
0.0,120,"(420, 345)",200002_023
0.0,120,"(495, 345)",200002_023
0.0,120,"(570, 345)",200002_023
0.2865030281917643,120,"(945, 270)",200002_023
0.3434617536267169,120,"(945, 195)",200002_023
